iter	Logloss
383	0.1663719796
384	0.1663590308
385	0.1663442421
386	0.166317117
387	0.1663004632
388	0.1662772957
389	0.1662432102
390	0.1662078242
391	0.1661709157
392	0.166141785
393	0.1661059439
394	0.1660850966
395	0.1660577692
396	0.1660297058
397	0.1659969376
398	0.1659776071
399	0.1659253566
400	0.1659117224
401	0.1658904874
402	0.1658712102
403	0.1658470512
404	0.1658194934
405	0.1658013959
406	0.1657934412
407	0.1657729562
408	0.1657495022
409	0.165723054
410	0.1657131106
411	0.1657014089
412	0.165687123
413	0.165649136
414	0.1656258674
415	0.165604756
416	0.165581816
417	0.1655410004
418	0.1655010219
419	0.1654840536
420	0.1654639084
421	0.1654522825
422	0.1654181549
423	0.1653873023
424	0.1653691768
425	0.1653574582
426	0.1653380546
427	0.1653046544
428	0.1652817313
429	0.1652628024
430	0.1652528899
431	0.1652358092
432	0.1652246412
433	0.1652162146
434	0.1652040438
435	0.1651908
436	0.165159852
437	0.1651374485
438	0.1651113626
439	0.1650643844
440	0.1650328381
441	0.1649976206
442	0.1649687089
443	0.1649346375
444	0.1649163911
445	0.1648888249
446	0.164869823
447	0.1648354537
448	0.1647908518
449	0.1647688388
450	0.1647567045
451	0.1647499043
452	0.1647258351
453	0.1647102684
454	0.1646774609
455	0.1646517486
456	0.1646355976
457	0.1646202781
458	0.1646068321
459	0.1645963185
460	0.1645868414
461	0.1645738251
462	0.1645528654
463	0.1645323439
464	0.1644991207
465	0.1644819276
466	0.1644294525
467	0.1643963613
468	0.1643831147
469	0.1643571524
470	0.1643285722
471	0.1643062081
472	0.1642926328
473	0.1642800576
474	0.1642579743
475	0.1642208524
476	0.1641812727
477	0.164172054
478	0.1641531223
479	0.1641362186
480	0.1641233933
481	0.1641079305
482	0.1640968833
483	0.1640782156
484	0.1640614045
485	0.1640453182
486	0.164019339
487	0.1640047779
488	0.1639918375
489	0.16397324
490	0.1639602743
491	0.1639364214
492	0.1639227002
493	0.1639051335
494	0.1638918785
495	0.1638841176
496	0.1638746265
497	0.1638549055
498	0.1638328896
499	0.1638131939
500	0.1637848806
501	0.1637718362
502	0.1637597132
503	0.1637475255
504	0.163717701
505	0.1636966683
506	0.1636661135
507	0.1636509765
508	0.1636134024
509	0.1635848812
510	0.1635564358
511	0.163522752
512	0.1634990649
513	0.1634842481
514	0.163452331
515	0.163437548
516	0.1634271187
517	0.163411507
518	0.1634010468
519	0.1633762586
520	0.1633558326
521	0.1633354234
522	0.1633200758
523	0.1632987565
524	0.1632890294
525	0.1632740975
526	0.1632284872
527	0.163199438
528	0.1631861773
529	0.1631690826
530	0.1631602572
531	0.1631509205
532	0.163126093
533	0.1630977965
534	0.1630860246
535	0.1630703006
536	0.1630528688
537	0.1630267098
538	0.1629996184
539	0.1629918715
540	0.1629808945
541	0.1629725775
542	0.1629410087
543	0.1629196838
544	0.1629083304
545	0.162871509
546	0.1628354882
547	0.1628248819
548	0.1628154104
549	0.1628001021
550	0.162783131
551	0.1627398408
552	0.1627087271
553	0.1626960956
554	0.1626816693
555	0.1626667879
556	0.1626537099
557	0.1626396291
558	0.1626280313
559	0.1626127651
560	0.1626029959
561	0.162590356
562	0.1625792245
563	0.1625666492
564	0.1625522257
565	0.1625386842
566	0.1625035425
567	0.1624950064
568	0.1624776167
569	0.1624575699
570	0.1624238018
571	0.1624175043
572	0.1624025612
573	0.1623865029
574	0.1623746439
575	0.1623552824
576	0.162339109
577	0.1623212474
578	0.1622877209
579	0.1622656292
580	0.1621700099
581	0.1621207621
582	0.1620995945
583	0.1620825307
584	0.1620537006
585	0.1620364064
586	0.162030269
587	0.1620156124
588	0.162004759
589	0.1619842599
590	0.1619415877
591	0.1619147265
592	0.1619070415
593	0.1618906518
594	0.1618780007
595	0.1618674899
596	0.161837539
597	0.1618261126
598	0.1618075151
599	0.1617956898
600	0.1617855807
601	0.1617649271
602	0.1617495093
603	0.1617356869
604	0.1617210162
605	0.1617096965
606	0.1617012334
607	0.1616766109
608	0.1616698668
609	0.1616481262
610	0.1616295344
611	0.1616104032
612	0.1615889491
613	0.1615688124
614	0.1615539507
615	0.161541221
616	0.1615146716
617	0.1615048209
618	0.1614865043
619	0.1614636374
620	0.1614558147
621	0.161445186
622	0.1614229539
623	0.1614154064
624	0.1614089545
625	0.1613991235
626	0.1613905255
627	0.1613755712
628	0.1613621392
629	0.161346609
630	0.1613341348
631	0.1613272222
632	0.1613201608
633	0.161304962
634	0.1612920918
635	0.1612822383
636	0.161270736
637	0.1612352039
638	0.1611840068
639	0.1611743106
640	0.1611592327
641	0.1610994488
642	0.161090747
643	0.1610778599
644	0.1610611528
645	0.1610518723
646	0.161040415
647	0.1610256011
648	0.1609992202
649	0.1609896195
650	0.160973286
651	0.1609629972
652	0.1609436553
653	0.1609129826
654	0.1608976939
655	0.1608848799
656	0.1608649707
657	0.1608588811
658	0.1608402724
659	0.1608207311
660	0.1608114057
661	0.1607942183
662	0.1607203087
663	0.1606960907
664	0.1606726114
665	0.1606613563
666	0.1606238075
667	0.1606032466
668	0.1605772815
669	0.1605299999
670	0.1604991024
671	0.1604794067
672	0.1604638737
673	0.1604471919
674	0.1604351868
675	0.1604234823
676	0.1604132608
677	0.1604022023
678	0.1603883041
679	0.1603687179
680	0.1603512833
681	0.1603404383
682	0.1603306887
683	0.1603174534
684	0.1602992885
685	0.1602806123
686	0.1602622845
687	0.1602452881
688	0.1602260277
689	0.160203158
690	0.1601898496
691	0.1601830915
692	0.1601667242
693	0.1601528091
694	0.160138557
695	0.1601216336
696	0.1601103139
697	0.1601032412
698	0.1600856689
699	0.160073911
700	0.1600611026
701	0.1600532743
702	0.1600410193
703	0.1600372919
704	0.1599766711
705	0.1599643486
706	0.1599487959
707	0.1599309147
708	0.159921109
709	0.1599097977
710	0.1598955118
711	0.1598827624
712	0.1598759256
713	0.1598398655
714	0.1598139453
715	0.1597958
716	0.1597698714
717	0.1597587736
718	0.1597463978
719	0.1597258369
720	0.1597085849
721	0.1596972933
722	0.1596828782
723	0.1596763701
724	0.1596674856
725	0.1596508993
726	0.1596445934
727	0.1596159571
728	0.1595949889
729	0.1595841664
730	0.1595651672
731	0.1595496623
732	0.1595389212
733	0.1595279414
734	0.1595077906
735	0.159496367
736	0.1594871118
737	0.1594748005
738	0.1594646858
739	0.1594411785
740	0.1594220473
741	0.1594035032
742	0.1593941048
743	0.1593854085
744	0.1593712743
745	0.159362668
746	0.1593461743
747	0.1593260264
748	0.1593073053
749	0.1592947918
750	0.1592840929
751	0.1592745287
752	0.1592674139
753	0.1592580323
754	0.159246016
755	0.1592395837
756	0.1592298285
757	0.1592213233
758	0.1592124641
759	0.1591832491
760	0.1591737215
761	0.1591646769
762	0.1591579104
763	0.1591486889
764	0.1591451245
765	0.1591218334
766	0.1591092188
767	0.1590916156
768	0.1590609654
769	0.1590480502
770	0.1590351238
771	0.1590277449
772	0.1590185712
773	0.1589781629
774	0.1589665932
775	0.1589595008
776	0.1589450858
777	0.1589326762
778	0.1589200279
779	0.1589095537
780	0.1588939898
781	0.1588859873
782	0.1588789848
783	0.1588709571
784	0.1588579156
785	0.1588427112
786	0.1588291809
787	0.1588149905
788	0.1587981374
789	0.1587693859
790	0.1587501086
791	0.1587421596
792	0.1587267614
793	0.1587095346
794	0.1586905664
795	0.1586822157
796	0.1586696938
797	0.1586501244
798	0.158631482
799	0.158617227
800	0.158595273
801	0.1585843128
802	0.158563662
803	0.1585539602
804	0.158523001
805	0.1584978055
806	0.1584882694
807	0.1584795451
808	0.1584711943
809	0.1584636918
810	0.1584447517
811	0.1584288844
812	0.1584217808
813	0.1584130396
814	0.1584050063
815	0.1583946388
816	0.1583851898
817	0.1583722269
818	0.1583501408
819	0.1583393464
820	0.1583293974
821	0.1583188782
822	0.1583062832
823	0.1582973061
824	0.1582892026
825	0.158277307
826	0.1582664171
827	0.1582484207
828	0.1582438057
829	0.1582361235
830	0.1582254751
831	0.1582056923
832	0.1581976674
833	0.1581874825
834	0.1581757246
835	0.1581659722
836	0.1581499308
837	0.1581370269
838	0.1581268841
839	0.1581184013
840	0.1581023065
841	0.1580434581
842	0.1580307761
843	0.1580149453
844	0.1580070159
845	0.1579995977
846	0.1579884943
847	0.1579530801
848	0.1579309351
849	0.1579075345
850	0.1579005881
851	0.1578861534
852	0.1578791537
853	0.1578697806
854	0.1578636291
855	0.1578581603
856	0.1578514274
857	0.157835563
858	0.1578281364
859	0.1577933964
860	0.1577863377
861	0.1577738916
862	0.1577672262
863	0.1577557099
864	0.1577356378
865	0.1577263067
866	0.1577121135
867	0.1576725423
868	0.1576629781
869	0.1576553914
870	0.1576500349
871	0.1576398387
872	0.1576280415
873	0.1576188537
874	0.1576117276
875	0.1575953604
876	0.1575910151
877	0.1575856642
878	0.1575737153
879	0.1575603367
880	0.1575488625
881	0.1575368883
882	0.1575317509
883	0.157516069
884	0.1575028084
885	0.1574865423
886	0.1574815032
887	0.1574761944
888	0.1574706076
889	0.1574289578
890	0.1574233991
891	0.1574143686
892	0.1574079026
893	0.1574008636
894	0.1573974986
895	0.1573820133
896	0.1573668848
897	0.157353377
898	0.1573410685
899	0.1573268922
900	0.1573082358
901	0.1572961998
902	0.1572744873
903	0.1572602407
904	0.1572488873
905	0.1572352222
906	0.1572278574
907	0.1572146894
908	0.1572017181
909	0.1571871401
910	0.1571680539
911	0.1571480773
912	0.1571394822
913	0.157132196
914	0.1571240475
915	0.1571158035
916	0.1571050905
917	0.1570884143
918	0.157074457
919	0.1570487054
920	0.1570376525
921	0.1570177405
922	0.1570051315
923	0.1569884581
924	0.1569710741
925	0.1569593611
926	0.1569545804
927	0.1569411091
928	0.1569331376
929	0.1569158631
930	0.1569013104
931	0.1568915355
932	0.1568304288
933	0.1568204826
934	0.1568155193
935	0.1567859785
936	0.1567740072
937	0.1567624768
938	0.1567430254
939	0.1567368993
940	0.156723487
941	0.1567012661
942	0.1566795732
943	0.1566660991
944	0.1566546643
945	0.156644131
946	0.1566289519
947	0.1566236123
948	0.156600369
949	0.1565961332
950	0.1565822883
951	0.1565716259
952	0.1565547081
953	0.1565486044
954	0.1565395487
955	0.1565272065
956	0.1565203333
957	0.1565125668
958	0.1565060418
959	0.1564932165
960	0.1564788183
961	0.1564675744
962	0.1564527183
963	0.1564405307
964	0.1564281492
965	0.1564196637
966	0.1564105967
967	0.1564034565
968	0.15639087
969	0.1563793734
970	0.1563687924
971	0.1563601158
972	0.1563503775
973	0.1563408526
974	0.15633444
975	0.1563204884
976	0.1563146122
977	0.1563086743
978	0.156293748
979	0.1562769904
980	0.1562693474
981	0.1562597355
982	0.1562506039
983	0.1562416886
984	0.1562334867
985	0.1562253635
986	0.1562154735
987	0.1562112742
988	0.1562014938
989	0.1561932245
990	0.1561767112
991	0.1561645263
992	0.1561547375
993	0.1561448559
994	0.1561370613
995	0.1561258905
996	0.1561148853
997	0.1561045431
998	0.1560953497
999	0.156084926
